,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description,Type
4099,2021-01-07,19:42,Thursday,KENNEDY BD STATION,MUI,6,12,W,BD,1210,Injured or ill Customer (On Train) - Transported,SUB RMENU CODE
4100,2021-01-07,19:46,Thursday,VAUGHAN MC STATION,MUI,3,6,S,YU,6066,Injured or ill Customer (On Train) - Transported,SUB RMENU CODE
4101,2021-01-07,19:55,Thursday,DONLANDS STATION,SUDP,4,10,E,BD,5285,Disorderly Patron,SUB RMENU CODE
4102,2021-01-07,21:11,Thursday,DUFFERIN STATION,SUUT,9,15,W,BD,5148,Unauthorized at Track Level,SUB RMENU CODE
4103,2021-01-07,21:28,Thursday,LAWRENCE STATION,MUPAA,0,0,N,YU,6046,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4104,2021-01-07,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other,SUB RMENU CODE
4105,2021-01-07,22:42,Thursday,FINCH STATION,MUNOA,5,10,S,YU,5551,No Operator Immediately Available - Not E.S.A. Related ,SUB RMENU CODE
4106,2021-01-07,22:51,Thursday,KENNEDY BD STATION,EUO,6,12,E,BD,5109,RC&S Other,SUB RMENU CODE
4107,2021-01-07,23:05,Thursday,FINCH STATION,SUG,3,8,S,YU,5986,Graffiti / Scratchiti,SUB RMENU CODE
4108,2021-01-07,23:39,Thursday,YORK MILLS STATION,MUI,11,16,S,YU,5526,Injured or ill Customer (On Train) - Transported,SUB RMENU CODE
4109,2021-01-08,01:25,Friday,EGLINTON STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4110,2021-01-08,01:33,Friday,PAPE STATION,MUSC,0,0,E,BD,5190,Miscellaneous Speed Control,SUB RMENU CODE
4111,2021-01-08,02:01,Friday,KIPLING STATION,SUDP,0,0,E,BD,5107,Disorderly Patron,SUB RMENU CODE
4112,2021-01-08,02:29,Friday,KENNEDY BD STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron,SUB RMENU CODE
4113,2021-01-08,02:29,Friday,LAWRENCE STATION,SUUT,0,0,S,YU,25,Unauthorized at Track Level,SUB RMENU CODE
4114,2021-01-08,05:56,Friday,EGLINTON STATION,MUTO,3,8,N,YU,5446,Misc. Transportation Other - Employee Non-Chargeable,SUB RMENU CODE
4115,2021-01-08,06:12,Friday,KEELE STATION,MUO,5,10,W,BD,5151,Miscellaneous Other,SUB RMENU CODE
4116,2021-01-08,06:38,Friday,EGLINTON STATION,MUPAA,3,6,N,YU,5916,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4117,2021-01-08,06:51,Friday,FINCH STATION,MUSC,0,0,S,YU,5661,Miscellaneous Speed Control,SUB RMENU CODE
4118,2021-01-08,07:13,Friday,SHEPPARD-YONGE STATION,SUDP,0,0,W,SHP,6176,Disorderly Patron,SUB RMENU CODE
4119,2021-01-08,07:45,Friday,COLLEGE STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron,SUB RMENU CODE
4120,2021-01-08,08:30,Friday,VICTORIA PARK STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused,SUB RMENU CODE
4121,2021-01-08,09:13,Friday,EGLINTON WEST STATION,TUOS,3,6,S,YU,5871,Operator Overshot Platform,SUB RMENU CODE
4122,2021-01-08,09:15,Friday,BLOOR STATION,MUPAA,0,0,S,YU,5856,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4123,2021-01-08,09:23,Friday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6166,Operator Overspeeding,SUB RMENU CODE
4124,2021-01-08,09:53,Friday,ST CLAIR WEST STATION,MUNCA,0,0,N/A,YU,0,,
4125,2021-01-08,10:28,Friday,FINCH STATION,EUME,0,0,S,YU,5986,RC&S Maintenance Error - (Human),SUB RMENU CODE
4126,2021-01-08,10:43,Friday,WARDEN STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused,SUB RMENU CODE
4127,2021-01-08,10:49,Friday,COXWELL STATION,MUCL,7,10,W,BD,5371,Divisional Clerk Related,SUB RMENU CODE
4128,2021-01-08,11:00,Friday,COXWELL STATION,MUCL,4,7,W,BD,5084,Divisional Clerk Related,SUB RMENU CODE
4129,2021-01-08,11:04,Friday,UNION STATION,MUPAA,0,0,N,YU,5446,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4130,2021-01-08,11:11,Friday,ROSEDALE STATION,MUATC,5,8,S,YU,5976,ATC Project,SUB RMENU CODE
4131,2021-01-08,11:28,Friday,SHEPPARD-YONGE STATION,MUIS,0,0,N/A,SHP,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4132,2021-01-08,12:15,Friday,CHRISTIE STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident,SUB RMENU CODE
4133,2021-01-08,12:52,Friday,COXWELL STATION,TUNIP,3,7,W,BD,5344,Operator Not In Position,SUB RMENU CODE
4134,2021-01-08,13:33,Friday,ST CLAIR STATION,MUIE,0,0,N,YU,5951,Injured Employee,SUB RMENU CODE
4135,2021-01-08,13:45,Friday,KENNEDY SRT STATION,PRSO,11,16,S,SRT,3020,Signals Other,SRT RMENU CODE
4136,2021-01-08,13:49,Friday,HIGH PARK STATION,MUPAA,0,0,E,BD,5308,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4137,2021-01-08,14:12,Friday,LAWRENCE STATION,TUDOE,9,12,N,YU,5446,Doors Open in Error,SUB RMENU CODE
4138,2021-01-08,15:02,Friday,WILSON STATION,EUTRD,3,6,N,YU,5951,TR Cab Doors,SUB RMENU CODE
4139,2021-01-08,15:09,Friday,SHEPPARD WEST STATION,MUTO,3,6,N,YU,5551,Misc. Transportation Other - Employee Non-Chargeable,SUB RMENU CODE
4140,2021-01-08,15:18,Friday,VAUGHAN MC STATION,TUATC,4,7,S,YU,5526,ATC Operator Related,SUB RMENU CODE
4141,2021-01-08,15:23,Friday,PIONEER VILLAGE STATIO,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,SUB RMENU CODE
4142,2021-01-08,15:46,Friday,SPADINA YUS STATION,MUI,12,15,N,YU,5456,Injured or ill Customer (On Train) - Transported,SUB RMENU CODE
4143,2021-01-08,15:57,Friday,KENNEDY BD STATION,EUPI,3,6,W,BD,5105,Propulsion System,SUB RMENU CODE
4144,2021-01-08,16:06,Friday,ST GEORGE BD STATION,SUO,7,10,W,BD,5084,Passenger Other,SUB RMENU CODE
4145,2021-01-08,16:32,Friday,VAUGHAN MC STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron,SUB RMENU CODE
4146,2021-01-08,16:46,Friday,ST PATRICK STATION,SUO,11,14,S,YU,6036,Passenger Other,SUB RMENU CODE
4147,2021-01-08,17:19,Friday,KIPLING STATION,MUSAN,0,0,E,BD,5287,Unsanitary Vehicle,SUB RMENU CODE
4148,2021-01-08,18:02,Friday,CHESTER STATION,TUO,0,0,E,BD,5362,Transportation Department - Other,SUB RMENU CODE
4149,2021-01-08,19:41,Friday,WILSON STATION,SUDP,0,0,S,YU,6131,Disorderly Patron,SUB RMENU CODE
4150,2021-01-08,19:46,Friday,COXWELL STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron,SUB RMENU CODE
4151,2021-01-08,20:15,Friday,FINCH WEST STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4152,2021-01-08,22:00,Friday,YONGE/UNIVERSITY AND B,MUO,0,0,N/A,YU,0,Miscellaneous Other,SUB RMENU CODE
4153,2021-01-08,22:49,Friday,ISLINGTON STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident,SUB RMENU CODE
4154,2021-01-08,22:58,Friday,BLOOR STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,SUB RMENU CODE
4155,2021-01-08,23:06,Friday,WELLESLEY STATION,SUDP,4,9,S,YU,5556,Disorderly Patron,SUB RMENU CODE
4156,2021-01-08,23:15,Friday,SHERBOURNE STATION,PUSRA,6,12,E,BD,5316,Subway Radio System Fault ,SUB RMENU CODE
4157,2021-01-09,00:58,Saturday,UNION STATION,SUDP,3,8,N,YU,6011,Disorderly Patron,SUB RMENU CODE
4158,2021-01-09,01:52,Saturday,SPADINA YUS STATION,SUO,5,0,N,YU,5796,Passenger Other,SUB RMENU CODE
4159,2021-01-09,02:44,Saturday,KIPLING STATION,SUO,0,0,N/A,BD,0,Passenger Other,SUB RMENU CODE
4160,2021-01-09,04:41,Saturday,DONLANDS STATION,PUSSW,0,0,W,BD,88,Track Switch Failure - Signal Related Problem,SUB RMENU CODE
4161,2021-01-09,05:45,Saturday,VAUGHAN MC STATION,MUNOA,10,20,S,YU,5811,No Operator Immediately Available - Not E.S.A. Related ,SUB RMENU CODE
4162,2021-01-09,06:43,Saturday,BLOOR STATION,MUPAA,3,8,S,YU,5661,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4163,2021-01-09,07:02,Saturday,ROSEDALE STATION,MUSC,0,0,N,YU,5831,Miscellaneous Speed Control,SUB RMENU CODE
4164,2021-01-09,07:05,Saturday,ROSEDALE STATION,MUSC,0,0,N,YU,5791,Miscellaneous Speed Control,SUB RMENU CODE
4165,2021-01-09,08:02,Saturday,VAUGHAN MC STATION,TUATC,4,9,S,YU,5426,ATC Operator Related,SUB RMENU CODE
4166,2021-01-09,08:36,Saturday,ROSEDALE STATION,MUATC,0,0,S,YU,6001,ATC Project,SUB RMENU CODE
4167,2021-01-09,08:56,Saturday,ROSEDALE STATION,MUSC,3,8,N,YU,5426,Miscellaneous Speed Control,SUB RMENU CODE
4168,2021-01-09,09:37,Saturday,DUNDAS STATION,MUPAA,0,0,N,YU,5396,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4169,2021-01-09,11:15,Saturday,BLOOR STATION,MUATC,5,10,S,YU,6001,ATC Project,SUB RMENU CODE
4170,2021-01-09,11:35,Saturday,ROSEDALE STATION,MUATC,0,0,S,YU,5591,ATC Project,SUB RMENU CODE
4171,2021-01-09,12:17,Saturday,WILSON STATION,MUATC,3,7,S,YU,5971,ATC Project,SUB RMENU CODE
4172,2021-01-09,12:34,Saturday,BLOOR STATION,MUPAA,3,8,S,YU,5966,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4173,2021-01-09,13:20,Saturday,SPADINA BD STATION,SUUT,7,11,E,BD,5343,Unauthorized at Track Level,SUB RMENU CODE
4174,2021-01-09,13:29,Saturday,BLOOR STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4175,2021-01-09,13:48,Saturday,ROSEDALE STATION,EUDO,3,6,S,YU,6136,Door Problems - Faulty Equipment,SUB RMENU CODE
4176,2021-01-09,13:55,Saturday,SPADINA BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4177,2021-01-09,13:59,Saturday,KENNEDY BD STATION,PUMST,0,0,N/A,BD,0,Station Stairway Incident ,SUB RMENU CODE
4178,2021-01-09,14:00,Saturday,HIGH PARK STATION,EUNT,5,9,W,BD,5250,Equipment - No Trouble Found,SUB RMENU CODE
4179,2021-01-09,14:01,Saturday,DUNDAS STATION,SUAP,0,0,N/A,YU,0,Assault / Patron Involved,SUB RMENU CODE
4180,2021-01-09,14:01,Saturday,ROSEDALE STATION,EUNT,3,6,N,YU,5426,Equipment - No Trouble Found,SUB RMENU CODE
4181,2021-01-09,14:03,Saturday,QUEEN STATION,SUDP,10,13,S,YU,5656,Disorderly Patron,SUB RMENU CODE
4182,2021-01-09,14:27,Saturday,VAUGHAN MC STATION,MUTO,3,6,S,YU,5466,Misc. Transportation Other - Employee Non-Chargeable,SUB RMENU CODE
4183,2021-01-09,15:20,Saturday,VAUGHAN MC STATION,TUNIP,7,9,S,YU,5946,Operator Not In Position,SUB RMENU CODE
4184,2021-01-09,16:19,Saturday,YONGE BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4185,2021-01-09,16:47,Saturday,DAVISVILLE STATION,TUSC,0,0,S,YU,5591,Operator Overspeeding,SUB RMENU CODE
4186,2021-01-09,16:57,Saturday,KENNEDY BD STATION,MUPAA,0,0,W,BD,5155,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4187,2021-01-09,17:17,Saturday,ST CLAIR STATION,MUPAA,3,6,S,YU,6011,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4188,2021-01-09,17:30,Saturday,DUNDAS WEST STATION,MUNCA,0,0,N/A,BD,0,,
4189,2021-01-09,17:57,Saturday,ST GEORGE BD STATION,SUROB,0,0,W,BD,0,Robbery,SUB RMENU CODE
4190,2021-01-09,18:13,Saturday,BLOOR STATION,SUAE,8,11,N,YU,5651,Assault / Employee Involved,SUB RMENU CODE
4191,2021-01-09,19:33,Saturday,VAUGHAN MC STATION,SUAP,3,8,S,YU,5476,Assault / Patron Involved,SUB RMENU CODE
4192,2021-01-09,20:42,Saturday,YONGE BD STATION,SUDP,6,12,W,BD,5009,Disorderly Patron,SUB RMENU CODE
4193,2021-01-09,20:44,Saturday,BLOOR STATION,SUAP,0,0,S,YU,5841,Assault / Patron Involved,SUB RMENU CODE
4194,2021-01-09,20:52,Saturday,KEELE STATION,MUPAA,0,0,E,BD,5010,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4195,2021-01-09,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other,SUB RMENU CODE
4196,2021-01-09,22:25,Saturday,VICTORIA PARK STATION,SUO,0,0,N/A,BD,0,Passenger Other,SUB RMENU CODE
4197,2021-01-09,23:15,Saturday,EGLINTON WEST STATION,SUDP,3,8,S,YU,5956,Disorderly Patron,SUB RMENU CODE
4198,2021-01-09,23:16,Saturday,VAUGHAN MC STATION,TUNIP,5,7,S,YU,5516,Operator Not In Position,SUB RMENU CODE
4199,2021-01-10,00:04,Sunday,LESLIE STATION,EUSC,0,0,W,SHP,6176,Speed Control Equipment  ,SUB RMENU CODE
4200,2021-01-10,00:34,Sunday,VAUGHAN MC STATION,MUTO,4,9,S,YU,5896,Misc. Transportation Other - Employee Non-Chargeable,SUB RMENU CODE
4201,2021-01-10,00:45,Sunday,DUNDAS STATION,SUDP,10,15,N,YU,6061,Disorderly Patron,SUB RMENU CODE
4202,2021-01-10,01:25,Sunday,SHEPPARD WEST STATION,SUO,0,0,S,YU,0,Passenger Other,SUB RMENU CODE
4203,2021-01-10,01:44,Sunday,EGLINTON WEST STATION,MUATC,4,9,N,YU,6076,ATC Project,SUB RMENU CODE
4204,2021-01-10,01:59,Sunday,YONGE BD STATION,SUDP,16,0,W,BD,5114,Disorderly Patron,SUB RMENU CODE
4205,2021-01-10,09:18,Sunday,DAVISVILLE STATION,SUAP,0,0,N/A,YU,0,Assault / Patron Involved,SUB RMENU CODE
4206,2021-01-10,10:07,Sunday,SHEPPARD STATION,SUDP,5,9,S,YU,5631,Disorderly Patron,SUB RMENU CODE
4207,2021-01-10,10:40,Sunday,BESSARION STATION,TUSUP,12,17,E,SHP,6146,Supervisory Error,SUB RMENU CODE
4208,2021-01-10,11:28,Sunday,BLOOR STATION,SUDP,3,8,S,YU,5874,Disorderly Patron,SUB RMENU CODE
4209,2021-01-10,13:23,Sunday,LANSDOWNE STATION,MUIR,23,28,W,BD,5091,Injured or ill Customer (On Train) - Medical Aid Refused,SUB RMENU CODE
4210,2021-01-10,15:22,Sunday,CHESTER STATION,MUPAA,5,10,W,BD,5091,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4211,2021-01-10,15:32,Sunday,YONGE BD STATION,MUIR,5,10,W,BD,5097,Injured or ill Customer (On Train) - Medical Aid Refused,SUB RMENU CODE
4212,2021-01-10,17:05,Sunday,BAY STATION,MUPAA,0,0,W,BD,5347,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4213,2021-01-10,17:07,Sunday,KENNEDY BD STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4214,2021-01-10,19:26,Sunday,KENNEDY BD STATION,EUAC,5,10,W,BD,5285,Air Conditioning,SUB RMENU CODE
4215,2021-01-10,19:39,Sunday,WARDEN STATION,TUO,0,0,E,BD,5289,Transportation Department - Other,SUB RMENU CODE
4216,2021-01-10,19:57,Sunday,DUNDAS STATION,SUDP,3,8,S,YU,5816,Disorderly Patron,SUB RMENU CODE
4217,2021-01-10,20:03,Sunday,DUNDAS STATION,SUDP,3,8,S,YU,5671,Disorderly Patron,SUB RMENU CODE
4218,2021-01-10,20:11,Sunday,QUEEN STATION,SUDP,3,8,S,YU,5936,Disorderly Patron,SUB RMENU CODE
4219,2021-01-10,20:49,Sunday,BLOOR STATION,SUDP,3,8,N,YU,5871,Disorderly Patron,SUB RMENU CODE
4220,2021-01-10,21:10,Sunday,ST GEORGE BD STATION,TUMVS,7,12,W,BD,5257,Operator Violated Signal,SUB RMENU CODE
4221,2021-01-10,21:22,Sunday,ST GEORGE BD STATION,MUIS,0,0,E,BD,5158,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4222,2021-01-10,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other,SUB RMENU CODE
4223,2021-01-10,22:03,Sunday,DUNDAS WEST STATION,MUPR1,135,150,W,BD,5051,Priority One - Train in Contact With Person,SUB RMENU CODE
4224,2021-01-10,22:36,Sunday,LESLIE STATION,EUSC,0,0,W,SHP,6176,Speed Control Equipment  ,SUB RMENU CODE
4225,2021-01-10,22:55,Sunday,ST GEORGE BD STATION,MUPR1,14,19,E,BD,5049,Priority One - Train in Contact With Person,SUB RMENU CODE
4226,2021-01-10,23:13,Sunday,BAY STATION,MUO,5,10,E,BD,5049,Miscellaneous Other,SUB RMENU CODE
4227,2021-01-10,23:22,Sunday,WELLESLEY STATION,SUAP,20,25,N,YU,5691,Assault / Patron Involved,SUB RMENU CODE
4228,2021-01-10,23:58,Sunday,ST CLAIR STATION,MUNOA,5,10,N,YU,5896,No Operator Immediately Available - Not E.S.A. Related ,SUB RMENU CODE
4229,2021-01-11,00:04,Monday,MAIN STREET STATION,SUAE,0,0,N/A,BD,0,Assault / Employee Involved,SUB RMENU CODE
4230,2021-01-11,00:37,Monday,YONGE BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4231,2021-01-11,01:19,Monday,DUNDAS WEST STATION,MUO,0,0,N/A,BD,0,Miscellaneous Other,SUB RMENU CODE
4232,2021-01-11,01:39,Monday,DAVISVILLE STATION,MUSC,0,0,S,YU,5641,Miscellaneous Speed Control,SUB RMENU CODE
4233,2021-01-11,07:58,Monday,SHERBOURNE STATION,MUD,4,7,W,BD,5310,Door Problems - Passenger Related,SUB RMENU CODE
4234,2021-01-11,07:59,Monday,SHERBOURNE STATION,TUMVS,0,0,W,BD,5057,Operator Violated Signal,SUB RMENU CODE
4235,2021-01-11,08:21,Monday,ROSEDALE STATION,TUO,3,6,S,YU,5426,Transportation Department - Other,SUB RMENU CODE
4236,2021-01-11,08:54,Monday,ROSEDALE STATION,SUUT,14,17,N,YU,5826,Unauthorized at Track Level,SUB RMENU CODE
4237,2021-01-11,08:54,Monday,ROSEDALE STATION,MUTO,3,6,N,YU,5826,Misc. Transportation Other - Employee Non-Chargeable,SUB RMENU CODE
4238,2021-01-11,09:38,Monday,RUNNYMEDE STATION,TUMVS,5,8,W,BD,5132,Operator Violated Signal,SUB RMENU CODE
4239,2021-01-11,09:54,Monday,YORKDALE STATION,EUTL,7,10,N,YU,5886,Trainline System,SUB RMENU CODE
4240,2021-01-11,10:06,Monday,KIPLING STATION,MUI,3,6,E,BD,5105,Injured or ill Customer (On Train) - Transported,SUB RMENU CODE
4241,2021-01-11,10:58,Monday,WELLESLEY STATION,MUPAA,0,0,S,YU,5801,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4242,2021-01-11,11:01,Monday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,5826,No Operator Immediately Available - Not E.S.A. Related ,SUB RMENU CODE
4243,2021-01-11,11:05,Monday,BLOOR STATION,MUPAA,0,0,N,YU,6081,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4244,2021-01-11,11:24,Monday,LAWRENCE WEST STATION,MUI,17,20,S,YU,5681,Injured or ill Customer (On Train) - Transported,SUB RMENU CODE
4245,2021-01-11,11:35,Monday,WARDEN STATION,SUDP,0,0,E,BD,5257,Disorderly Patron,SUB RMENU CODE
4246,2021-01-11,11:49,Monday,ROSEDALE STATION,MUSC,0,0,N,YU,6006,Miscellaneous Speed Control,SUB RMENU CODE
4247,2021-01-11,11:58,Monday,DUNDAS WEST STATION,TUMVS,0,0,W,BD,5028,Operator Violated Signal,SUB RMENU CODE
4248,2021-01-11,13:02,Monday,PAPE STATION,EUME,8,11,E,BD,5045,RC&S Maintenance Error - (Human),SUB RMENU CODE
4249,2021-01-11,13:50,Monday,DUNDAS STATION,SUDP,0,0,S,YU,5426,Disorderly Patron,SUB RMENU CODE
4250,2021-01-11,14:15,Monday,FINCH WEST STATION,SUDP,3,6,S,YU,5966,Disorderly Patron,SUB RMENU CODE
4251,2021-01-11,14:21,Monday,ROSEDALE STATION,MUSC,0,0,N,YU,6006,Miscellaneous Speed Control,SUB RMENU CODE
4252,2021-01-11,14:27,Monday,ROSEDALE STATION,TUATC,7,10,S,YU,5456,ATC Operator Related,SUB RMENU CODE
4253,2021-01-11,14:50,Monday,SHERBOURNE STATION,EUDO,3,6,W,BD,5310,Door Problems - Faulty Equipment,SUB RMENU CODE
4254,2021-01-11,15:01,Monday,BAY STATION,MUDD,7,10,W,BD,5310,Door Problems - Debris Related,SUB RMENU CODE
4255,2021-01-11,15:02,Monday,MCCOWAN STATION,TRNIP,3,9,S,SRT,3022,Operator Not In Position,SRT RMENU CODE
4256,2021-01-11,16:14,Monday,DUNDAS STATION,MUIR,3,6,S,YU,5781,Injured or ill Customer (On Train) - Medical Aid Refused,SUB RMENU CODE
4257,2021-01-11,16:27,Monday,YONGE BD STATION,EUCD,4,7,W,BD,5310,Consequential Delay (2nd Delay Same Fault),SUB RMENU CODE
4258,2021-01-11,16:42,Monday,WARDEN STATION,MUO,0,0,N/A,BD,0,Miscellaneous Other,SUB RMENU CODE
4259,2021-01-11,17:12,Monday,SCARBOROUGH CTR STATIO,MRUI,0,0,N/A,SRT,0,Injured or ill Customer (On Train) - Transported,SRT RMENU CODE
4260,2021-01-11,17:42,Monday,QUEEN STATION,MUSAN,3,6,N,YU,5385,Unsanitary Vehicle,SUB RMENU CODE
4261,2021-01-11,18:02,Monday,ST CLAIR WEST STATION,MUNCA,0,0,N/A,YU,0,,
4262,2021-01-11,18:20,Monday,ISLINGTON STATION,SUO,0,0,N/A,BD,0,Passenger Other,SUB RMENU CODE
4263,2021-01-11,19:09,Monday,WELLESLEY STATION,MUO,3,6,S,YU,6046,Miscellaneous Other,SUB RMENU CODE
4264,2021-01-11,19:23,Monday,SCARBOROUGH CTR STATIO,PREL,0,0,N/A,SRT,0,Escalator/Elevator Incident,SRT RMENU CODE
4265,2021-01-11,19:29,Monday,DUFFERIN STATION,MUNCA,0,0,N/A,BD,0,,
4266,2021-01-11,21:24,Monday,ST GEORGE YUS STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4267,2021-01-11,21:34,Monday,FINCH STATION,PUTWZ,5,10,S,YU,5516,Work Zone Problems - Track,SUB RMENU CODE
4268,2021-01-11,21:40,Monday,ST CLAIR STATION,PUSTC,8,11,S,YU,5781,Signals - Track Circuit Problems,SUB RMENU CODE
4269,2021-01-11,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other,SUB RMENU CODE
4270,2021-01-11,22:08,Monday,GREENWOOD STATION,SUDP,6,12,W,BD,5315,Disorderly Patron,SUB RMENU CODE
4271,2021-01-11,23:23,Monday,QUEEN STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4272,2021-01-11,23:38,Monday,EGLINTON WEST STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident,SUB RMENU CODE
4273,2021-01-12,01:43,Tuesday,KIPLING STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron,SUB RMENU CODE
4274,2021-01-12,02:15,Tuesday,DOWNSVIEW PARK STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,SUB RMENU CODE
4275,2021-01-12,02:35,Tuesday,SHEPPARD-YONGE STATION,MUIRS,0,0,N/A,SHP,0,Injured or ill Customer (In Station) - Medical Aid Refused,SUB RMENU CODE
4276,2021-01-12,06:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,N/A,YU,0,Miscellaneous Other,SUB RMENU CODE
4277,2021-01-12,06:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,N/A,SHP,0,Miscellaneous Other,SUB RMENU CODE
4278,2021-01-12,06:00,Tuesday,TORONTO TRANSIT COMMIS,MRO,0,0,N/A,SRT,0,Miscellaneous Other,SRT RMENU CODE
4279,2021-01-12,06:58,Tuesday,ST GEORGE YUS STATION,MUPAA,0,0,N,YU,5386,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4280,2021-01-12,09:22,Tuesday,ROSEDALE STATION,TUSC,0,0,N,YU,6041,Operator Overspeeding,SUB RMENU CODE
4281,2021-01-12,10:38,Tuesday,YORK MILLS STATION,EUNT,3,6,N,YU,5866,Equipment - No Trouble Found,SUB RMENU CODE
4282,2021-01-12,10:44,Tuesday,ROYAL YORK STATION,TUSC,0,0,E,BD,5079,Operator Overspeeding,SUB RMENU CODE
4283,2021-01-12,11:30,Tuesday,YORK UNIVERSITY STATIO,EUBK,3,6,N,YU,5391,Brakes,SUB RMENU CODE
4284,2021-01-12,11:45,Tuesday,CHRISTIE STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4285,2021-01-12,12:43,Tuesday,ST GEORGE YUS STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported,SUB RMENU CODE
4286,2021-01-12,13:50,Tuesday,BAY STATION,SUDP,3,6,E,BD,5105,Disorderly Patron,SUB RMENU CODE
4287,2021-01-12,15:29,Tuesday,VAUGHAN MC STATION,TUNIP,3,6,S,YU,5951,Operator Not In Position,SUB RMENU CODE
4288,2021-01-12,15:39,Tuesday,KEELE STATION,MUSC,0,0,W,BD,5324,Miscellaneous Speed Control,SUB RMENU CODE
4289,2021-01-12,15:49,Tuesday,LAWRENCE EAST STATION,SRDP,0,0,N/A,SRT,0,Disorderly Patron,SRT RMENU CODE
4290,2021-01-12,15:53,Tuesday,WARDEN STATION,MUPAA,0,0,E,BD,5105,Passenger Assistance Alarm Activated - No Trouble Found,SUB RMENU CODE
4291,2021-01-12,16:54,Tuesday,YONGE BD STATION,SUO,3,6,W,BD,5294,Passenger Other,SUB RMENU CODE
4292,2021-01-12,17:08,Tuesday,DUNDAS WEST STATION,MUNCA,0,0,N/A,BD,0,,
4293,2021-01-12,17:14,Tuesday,DONLANDS STATION,MUI,6,9,E,BD,5075,Injured or ill Customer (On Train) - Transported,SUB RMENU CODE
